,commit ID,author name,committer name,message,URL,commit date,message_preprocessed
81,MDY6Q29tbWl0NDE2NDQ4Mjo3YWM4MzgwNzk5ZWVkYjM3NDYyMTMxN2I2MmNjZjAyNmQ4NmVhMjQ1,Loic Bistuer,Tim Graham,Fixed #22318 -- Added Form.has_error() to easily check if a given error has happened.,https://api.github.com/repos/django/django/git/commits/7ac8380799eedb374621317b62ccf026d86ea245,2014-03-22,Fixed #22318 -- Added Form.has_error() to easily check if a given error has happened.
81,MDY6Q29tbWl0NDE2NDQ4Mjo3YWM4MzgwNzk5ZWVkYjM3NDYyMTMxN2I2MmNjZjAyNmQ4NmVhMjQ1,Loic Bistuer,Tim Graham,Fixed #22318 -- Added Form.has_error() to easily check if a given error has happened.,https://api.github.com/repos/django/django/git/commits/7ac8380799eedb374621317b62ccf026d86ea245,2014-03-22,
82,MDY6Q29tbWl0NDE2NDQ4MjpkNzRlMzNlYjBlYzI4OWQzMTI1YTVhODA0OGQ3NTZmOWQyMzJiZDYy,Tim Graham,Tim Graham,"Removed backwards compatibility code to call field.widget._has_changed()

This logic should be moved to field._has_changed() as described
in ebb504db692cac496f4f45762d1d14644c9fa6f - refs #16612.",https://api.github.com/repos/django/django/git/commits/d74e33eb0ec289d3125a5a8048d756f9d232bd62,2014-03-21,Removed backwards compatibility code to call field.widget._has_changed()
82,MDY6Q29tbWl0NDE2NDQ4MjpkNzRlMzNlYjBlYzI4OWQzMTI1YTVhODA0OGQ3NTZmOWQyMzJiZDYy,Tim Graham,Tim Graham,"Removed backwards compatibility code to call field.widget._has_changed()

This logic should be moved to field._has_changed() as described
in ebb504db692cac496f4f45762d1d14644c9fa6f - refs #16612.",https://api.github.com/repos/django/django/git/commits/d74e33eb0ec289d3125a5a8048d756f9d232bd62,2014-03-21,"This logic should be moved to field._has_changed() as described
in ebb504db692cac496f4f45762d1d14644c9fa6f - refs #16612."
83,MDY6Q29tbWl0NDE2NDQ4MjoyMTBkMDQ4OWM1ZGFhZDU2YjgwNmY4MTY1ZjlmZTA5ZmIzYzJhMDE5,Claude Paroz,Claude Paroz,"Fixed #21188 -- Introduced subclasses for to-be-removed-in-django-XX warnings

Thanks Anssi Kääriäinen for the idea and Simon Charette for the
review.",https://api.github.com/repos/django/django/git/commits/210d0489c5daad56b806f8165f9fe09fb3c2a019,2014-02-26,Fixed #21188 -- Introduced subclasses for to-be-removed-in-django-XX warnings
83,MDY6Q29tbWl0NDE2NDQ4MjoyMTBkMDQ4OWM1ZGFhZDU2YjgwNmY4MTY1ZjlmZTA5ZmIzYzJhMDE5,Claude Paroz,Claude Paroz,"Fixed #21188 -- Introduced subclasses for to-be-removed-in-django-XX warnings

Thanks Anssi Kääriäinen for the idea and Simon Charette for the
review.",https://api.github.com/repos/django/django/git/commits/210d0489c5daad56b806f8165f9fe09fb3c2a019,2014-02-26,"Thanks Anssi Kääriäinen for the idea and Simon Charette for the
review."
84,MDY6Q29tbWl0NDE2NDQ4MjowZDkxMjI1ODkyMWE0NDJjNDhkNTc4NzIyOGRiMmRiNWFmN2U4ZmE1,Rodolfo Carvalho,Tim Graham,"Fixed many typos in comments and docstrings.

Thanks Piotr Kasprzyk for help with the patch.",https://api.github.com/repos/django/django/git/commits/0d912258921a442c48d5787228db2db5af7e8fa5,2014-03-02,Fixed many typos in comments and docstrings.
84,MDY6Q29tbWl0NDE2NDQ4MjowZDkxMjI1ODkyMWE0NDJjNDhkNTc4NzIyOGRiMmRiNWFmN2U4ZmE1,Rodolfo Carvalho,Tim Graham,"Fixed many typos in comments and docstrings.

Thanks Piotr Kasprzyk for help with the patch.",https://api.github.com/repos/django/django/git/commits/0d912258921a442c48d5787228db2db5af7e8fa5,2014-03-02,Thanks Piotr Kasprzyk for help with the patch.
85,MDY6Q29tbWl0NDE2NDQ4Mjo4ODQ3YTBjNjAxZTQyNjE4MjNiMTcyNmIyZGI3M2VlYzJhYzE3OTQw,Loic Bistuer,Tim Graham,"Fixed #16192 -- Made unique error messages in ModelForm customizable.

Overriding the error messages now works for both unique fields, unique_together
and unique_for_date.

This patch changed the overriding logic to allow customizing NON_FIELD_ERRORS
since previously only fields' errors were customizable.

Refs #20199.

Thanks leahculver for the suggestion.",https://api.github.com/repos/django/django/git/commits/8847a0c601e4261823b1726b2db73eec2ac17940,2014-02-03,Fixed #16192 -- Made unique error messages in ModelForm customizable.
85,MDY6Q29tbWl0NDE2NDQ4Mjo4ODQ3YTBjNjAxZTQyNjE4MjNiMTcyNmIyZGI3M2VlYzJhYzE3OTQw,Loic Bistuer,Tim Graham,"Fixed #16192 -- Made unique error messages in ModelForm customizable.

Overriding the error messages now works for both unique fields, unique_together
and unique_for_date.

This patch changed the overriding logic to allow customizing NON_FIELD_ERRORS
since previously only fields' errors were customizable.

Refs #20199.

Thanks leahculver for the suggestion.",https://api.github.com/repos/django/django/git/commits/8847a0c601e4261823b1726b2db73eec2ac17940,2014-02-03,"Overriding the error messages now works for both unique fields, unique_together
and unique_for_date"
85,MDY6Q29tbWl0NDE2NDQ4Mjo4ODQ3YTBjNjAxZTQyNjE4MjNiMTcyNmIyZGI3M2VlYzJhYzE3OTQw,Loic Bistuer,Tim Graham,"Fixed #16192 -- Made unique error messages in ModelForm customizable.

Overriding the error messages now works for both unique fields, unique_together
and unique_for_date.

This patch changed the overriding logic to allow customizing NON_FIELD_ERRORS
since previously only fields' errors were customizable.

Refs #20199.

Thanks leahculver for the suggestion.",https://api.github.com/repos/django/django/git/commits/8847a0c601e4261823b1726b2db73eec2ac17940,2014-02-03,"This patch changed the overriding logic to allow customizing NON_FIELD_ERRORS
since previously only fields' errors were customizable"
85,MDY6Q29tbWl0NDE2NDQ4Mjo4ODQ3YTBjNjAxZTQyNjE4MjNiMTcyNmIyZGI3M2VlYzJhYzE3OTQw,Loic Bistuer,Tim Graham,"Fixed #16192 -- Made unique error messages in ModelForm customizable.

Overriding the error messages now works for both unique fields, unique_together
and unique_for_date.

This patch changed the overriding logic to allow customizing NON_FIELD_ERRORS
since previously only fields' errors were customizable.

Refs #20199.

Thanks leahculver for the suggestion.",https://api.github.com/repos/django/django/git/commits/8847a0c601e4261823b1726b2db73eec2ac17940,2014-02-03,Refs #20199
85,MDY6Q29tbWl0NDE2NDQ4Mjo4ODQ3YTBjNjAxZTQyNjE4MjNiMTcyNmIyZGI3M2VlYzJhYzE3OTQw,Loic Bistuer,Tim Graham,"Fixed #16192 -- Made unique error messages in ModelForm customizable.

Overriding the error messages now works for both unique fields, unique_together
and unique_for_date.

This patch changed the overriding logic to allow customizing NON_FIELD_ERRORS
since previously only fields' errors were customizable.

Refs #20199.

Thanks leahculver for the suggestion.",https://api.github.com/repos/django/django/git/commits/8847a0c601e4261823b1726b2db73eec2ac17940,2014-02-03,Thanks leahculver for the suggestion.
86,MDY6Q29tbWl0NDE2NDQ4Mjo4MWJiOGQxMjIwOWE0MTkxNDJiMWJmNjk2MWZiZjlmYzQ0NDE5ZGNk,Marc Sibson,Tim Graham,Fixed docstring typo in django/forms/forms.py.,https://api.github.com/repos/django/django/git/commits/81bb8d12209a419142b1bf6961fbf9fc44419dcd,2014-01-10,Fixed docstring typo in django/forms/forms.py.
86,MDY6Q29tbWl0NDE2NDQ4Mjo4MWJiOGQxMjIwOWE0MTkxNDJiMWJmNjk2MWZiZjlmYzQ0NDE5ZGNk,Marc Sibson,Tim Graham,Fixed docstring typo in django/forms/forms.py.,https://api.github.com/repos/django/django/git/commits/81bb8d12209a419142b1bf6961fbf9fc44419dcd,2014-01-10,
87,MDY6Q29tbWl0NDE2NDQ4MjozY2U5ODI5YjYxNTMzNmIwZjNhYzM5YjA4MGMyN2ZjOGNmNWFmNDgz,Loic Bistuer,Tim Graham,Fixed #17413 -- Serialization of form errors along with all metadata.,https://api.github.com/repos/django/django/git/commits/3ce9829b615336b0f3ac39b080c27fc8cf5af483,2013-11-29,Fixed #17413 -- Serialization of form errors along with all metadata.
87,MDY6Q29tbWl0NDE2NDQ4MjozY2U5ODI5YjYxNTMzNmIwZjNhYzM5YjA4MGMyN2ZjOGNmNWFmNDgz,Loic Bistuer,Tim Graham,Fixed #17413 -- Serialization of form errors along with all metadata.,https://api.github.com/repos/django/django/git/commits/3ce9829b615336b0f3ac39b080c27fc8cf5af483,2013-11-29,
88,MDY6Q29tbWl0NDE2NDQ4MjpmNTYzYzMzOWNhMmVlZDgxNzA2YWIxNzcyNmM3OWE2ZjAwZDdjNTUz,Loic Bistuer,Loic Bistuer,"Fixed #20867 -- Added the Form.add_error() method.

Refs #20199 #16986.

Thanks @akaariai, @bmispelon, @mjtamlyn, @timgraham for the reviews.",https://api.github.com/repos/django/django/git/commits/f563c339ca2eed81706ab17726c79a6f00d7c553,2013-11-11,Fixed #20867 -- Added the Form.add_error() method.
88,MDY6Q29tbWl0NDE2NDQ4MjpmNTYzYzMzOWNhMmVlZDgxNzA2YWIxNzcyNmM3OWE2ZjAwZDdjNTUz,Loic Bistuer,Loic Bistuer,"Fixed #20867 -- Added the Form.add_error() method.

Refs #20199 #16986.

Thanks @akaariai, @bmispelon, @mjtamlyn, @timgraham for the reviews.",https://api.github.com/repos/django/django/git/commits/f563c339ca2eed81706ab17726c79a6f00d7c553,2013-11-11,Refs #20199 #16986
88,MDY6Q29tbWl0NDE2NDQ4MjpmNTYzYzMzOWNhMmVlZDgxNzA2YWIxNzcyNmM3OWE2ZjAwZDdjNTUz,Loic Bistuer,Loic Bistuer,"Fixed #20867 -- Added the Form.add_error() method.

Refs #20199 #16986.

Thanks @akaariai, @bmispelon, @mjtamlyn, @timgraham for the reviews.",https://api.github.com/repos/django/django/git/commits/f563c339ca2eed81706ab17726c79a6f00d7c553,2013-11-11,"Thanks @akaariai, @bmispelon, @mjtamlyn, @timgraham for the reviews."
89,MDY6Q29tbWl0NDE2NDQ4MjpjYmM3Y2JiYzViNWVmMDMwNTlkODg3NjA3NDU2MDYzNWYyZjY0N2I3,Milton Mazzarri,Milton Mazzarri,Fixed flake8 E251 violations,https://api.github.com/repos/django/django/git/commits/cbc7cbbc5b5ef03059d8876074560635f2f647b7,2013-11-03,Fixed flake8 E251 violations
89,MDY6Q29tbWl0NDE2NDQ4MjpjYmM3Y2JiYzViNWVmMDMwNTlkODg3NjA3NDU2MDYzNWYyZjY0N2I3,Milton Mazzarri,Milton Mazzarri,Fixed flake8 E251 violations,https://api.github.com/repos/django/django/git/commits/cbc7cbbc5b5ef03059d8876074560635f2f647b7,2013-11-03,
90,MDY6Q29tbWl0NDE2NDQ4Mjo3NTQ4YWE4ZmZkNDZlYjZlMGY3MzczMGQxYjJlYjUxNWJhNTgxZjk1,Alex Gaynor,Alex Gaynor,More attacking E302 violators,https://api.github.com/repos/django/django/git/commits/7548aa8ffd46eb6e0f73730d1b2eb515ba581f95,2013-11-02,More attacking E302 violators
90,MDY6Q29tbWl0NDE2NDQ4Mjo3NTQ4YWE4ZmZkNDZlYjZlMGY3MzczMGQxYjJlYjUxNWJhNTgxZjk1,Alex Gaynor,Alex Gaynor,More attacking E302 violators,https://api.github.com/repos/django/django/git/commits/7548aa8ffd46eb6e0f73730d1b2eb515ba581f95,2013-11-02,
91,MDY6Q29tbWl0NDE2NDQ4MjpkY2ZjOGZhOTcyMTk1NWRjNGZjZmI2ZTVlNTA2YmUxMmY3NGM1Yjg1,Ray Ashman Jr,Ray Ashman Jr,Correct flake8 violation E261,https://api.github.com/repos/django/django/git/commits/dcfc8fa9721955dc4fcfb6e5e506be12f74c5b85,2013-11-02,Correct flake8 violation E261
91,MDY6Q29tbWl0NDE2NDQ4MjpkY2ZjOGZhOTcyMTk1NWRjNGZjZmI2ZTVlNTA2YmUxMmY3NGM1Yjg1,Ray Ashman Jr,Ray Ashman Jr,Correct flake8 violation E261,https://api.github.com/repos/django/django/git/commits/dcfc8fa9721955dc4fcfb6e5e506be12f74c5b85,2013-11-02,
92,MDY6Q29tbWl0NDE2NDQ4MjpmMmQ4MDI3YzlhZWE5Mzc1MGZjNDIxM2Q5ZTczM2M4NTc1ZTg5NTAy,Alex Gaynor,Alex Gaynor,Fixed up some more flake8 violations (this particular violation still has many occurrences in the tests/ dir so it can't be removed from setup.cfg yet),https://api.github.com/repos/django/django/git/commits/f2d8027c9aea93750fc4213d9e733c8575e89502,2013-10-26,Fixed up some more flake8 violations (this particular violation still has many occurrences in the tests/ dir so it can't be removed from setup.cfg yet)
92,MDY6Q29tbWl0NDE2NDQ4MjpmMmQ4MDI3YzlhZWE5Mzc1MGZjNDIxM2Q5ZTczM2M4NTc1ZTg5NTAy,Alex Gaynor,Alex Gaynor,Fixed up some more flake8 violations (this particular violation still has many occurrences in the tests/ dir so it can't be removed from setup.cfg yet),https://api.github.com/repos/django/django/git/commits/f2d8027c9aea93750fc4213d9e733c8575e89502,2013-10-26,
93,MDY6Q29tbWl0NDE2NDQ4MjpiMTZkZDFmZTAxOWIzOGQwZGNkZjRhNDAwZTkzNzdmYjA2YjMzMTc4,Loic Bistuer,Loic Bistuer,Fixed #8620 -- Updated the Form metaclass to support excluding fields by shadowing them.,https://api.github.com/repos/django/django/git/commits/b16dd1fe019b38d0dcdf4a400e9377fb06b33178,2013-10-14,Fixed #8620 -- Updated the Form metaclass to support excluding fields by shadowing them.
93,MDY6Q29tbWl0NDE2NDQ4MjpiMTZkZDFmZTAxOWIzOGQwZGNkZjRhNDAwZTkzNzdmYjA2YjMzMTc4,Loic Bistuer,Loic Bistuer,Fixed #8620 -- Updated the Form metaclass to support excluding fields by shadowing them.,https://api.github.com/repos/django/django/git/commits/b16dd1fe019b38d0dcdf4a400e9377fb06b33178,2013-10-14,
94,MDY6Q29tbWl0NDE2NDQ4MjphYzVlYzdiOGJjYzU2MjNjYzA1ZDRkZjkwMGMzOWUxOTRmNWFmZmNm,Loic Bistuer,Loic Bistuer,"Fixed #19617 -- Refactored Form metaclasses to support more inheritance scenarios.

Thanks apollo13, funkybob and mjtamlyn for the reviews.",https://api.github.com/repos/django/django/git/commits/ac5ec7b8bcc5623cc05d4df900c39e194f5affcf,2013-07-20,Fixed #19617 -- Refactored Form metaclasses to support more inheritance scenarios.
94,MDY6Q29tbWl0NDE2NDQ4MjphYzVlYzdiOGJjYzU2MjNjYzA1ZDRkZjkwMGMzOWUxOTRmNWFmZmNm,Loic Bistuer,Loic Bistuer,"Fixed #19617 -- Refactored Form metaclasses to support more inheritance scenarios.

Thanks apollo13, funkybob and mjtamlyn for the reviews.",https://api.github.com/repos/django/django/git/commits/ac5ec7b8bcc5623cc05d4df900c39e194f5affcf,2013-07-20,"Thanks apollo13, funkybob and mjtamlyn for the reviews."
95,MDY6Q29tbWl0NDE2NDQ4Mjo1Njc0M2NmOWUzMzc4MjZlNGM2MTU5MDk1NzBiYjA1NzE0MmE2YTdi,Florian Apolloner,Florian Apolloner,"Ensured that BoundField.as_widget always returns properly localized fields.

This is a follow-up to #18777 which improperly converted to strings in
prepare_value and as such caused regressions like #21074.

Refs #18777, #21074",https://api.github.com/repos/django/django/git/commits/56743cf9e337826e4c615909570bb057142a6a7b,2013-09-21,Ensured that BoundField.as_widget always returns properly localized fields.
95,MDY6Q29tbWl0NDE2NDQ4Mjo1Njc0M2NmOWUzMzc4MjZlNGM2MTU5MDk1NzBiYjA1NzE0MmE2YTdi,Florian Apolloner,Florian Apolloner,"Ensured that BoundField.as_widget always returns properly localized fields.

This is a follow-up to #18777 which improperly converted to strings in
prepare_value and as such caused regressions like #21074.

Refs #18777, #21074",https://api.github.com/repos/django/django/git/commits/56743cf9e337826e4c615909570bb057142a6a7b,2013-09-21,"This is a follow-up to #18777 which improperly converted to strings in
prepare_value and as such caused regressions like #21074"
95,MDY6Q29tbWl0NDE2NDQ4Mjo1Njc0M2NmOWUzMzc4MjZlNGM2MTU5MDk1NzBiYjA1NzE0MmE2YTdi,Florian Apolloner,Florian Apolloner,"Ensured that BoundField.as_widget always returns properly localized fields.

This is a follow-up to #18777 which improperly converted to strings in
prepare_value and as such caused regressions like #21074.

Refs #18777, #21074",https://api.github.com/repos/django/django/git/commits/56743cf9e337826e4c615909570bb057142a6a7b,2013-09-21,"Refs #18777, #21074"
96,MDY6Q29tbWl0NDE2NDQ4MjoxOGZmZGIxNzcyYmE2MGUwODVjZmY4ZmQ5YTFkNGE3YjEyOWI0MDMy,Tim Graham,Tim Graham,"Fixed #17627 -- Renamed util.py files to utils.py

Thanks PaulM for the suggestion and Luke Granger-Brown and
Wiktor Kołodziej for the initial patch.",https://api.github.com/repos/django/django/git/commits/18ffdb1772ba60e085cff8fd9a1d4a7b129b4032,2013-09-16,Fixed #17627 -- Renamed util.py files to utils.py
96,MDY6Q29tbWl0NDE2NDQ4MjoxOGZmZGIxNzcyYmE2MGUwODVjZmY4ZmQ5YTFkNGE3YjEyOWI0MDMy,Tim Graham,Tim Graham,"Fixed #17627 -- Renamed util.py files to utils.py

Thanks PaulM for the suggestion and Luke Granger-Brown and
Wiktor Kołodziej for the initial patch.",https://api.github.com/repos/django/django/git/commits/18ffdb1772ba60e085cff8fd9a1d4a7b129b4032,2013-09-16,"Thanks PaulM for the suggestion and Luke Granger-Brown and
Wiktor Kołodziej for the initial patch."
97,MDY6Q29tbWl0NDE2NDQ4MjowNTNkZTYxMzFhZjgzYzYzZWMxN2QzODU3ODg4OWM3MWRlOTEzZDI0,e0ne,Tim Graham,"Fixed #5749 -- Added field_name as a key in the _html_output dict

Thanks SmileyChris for the suggestion.",https://api.github.com/repos/django/django/git/commits/053de6131af83c63ec17d38578889c71de913d24,2013-09-10,Fixed #5749 -- Added field_name as a key in the _html_output dict
97,MDY6Q29tbWl0NDE2NDQ4MjowNTNkZTYxMzFhZjgzYzYzZWMxN2QzODU3ODg4OWM3MWRlOTEzZDI0,e0ne,Tim Graham,"Fixed #5749 -- Added field_name as a key in the _html_output dict

Thanks SmileyChris for the suggestion.",https://api.github.com/repos/django/django/git/commits/053de6131af83c63ec17d38578889c71de913d24,2013-09-10,Thanks SmileyChris for the suggestion.
98,MDY6Q29tbWl0NDE2NDQ4Mjo4Y2Q4NzQyOTgxMDIwZTMxNWFjYzRlNzBiZGYzNjEzZmNmNjhlM2E4,Claude Paroz,Claude Paroz,Moved translator comment just above the target string,https://api.github.com/repos/django/django/git/commits/8cd8742981020e315acc4e70bdf3613fcf68e3a8,2013-08-22,Moved translator comment just above the target string
98,MDY6Q29tbWl0NDE2NDQ4Mjo4Y2Q4NzQyOTgxMDIwZTMxNWFjYzRlNzBiZGYzNjEzZmNmNjhlM2E4,Claude Paroz,Claude Paroz,Moved translator comment just above the target string,https://api.github.com/repos/django/django/git/commits/8cd8742981020e315acc4e70bdf3613fcf68e3a8,2013-08-22,
99,MDY6Q29tbWl0NDE2NDQ4Mjo5MDdlZjlkMGQxNTdjNDdjNjZiZjI2NWRjYTkzYTBiZWU4NjY0ZWEz,Matt Johnson,Tim Graham,"Fixed #20555 -- Make subwidget id attribute available

In `BoundField.__iter__`, the widget's id attribute is now passed to
each subwidget. A new id_for_label property was added to ChoiceInput.",https://api.github.com/repos/django/django/git/commits/907ef9d0d157c47c66bf265dca93a0bee8664ea3,2013-06-04,Fixed #20555 -- Make subwidget id attribute available
99,MDY6Q29tbWl0NDE2NDQ4Mjo5MDdlZjlkMGQxNTdjNDdjNjZiZjI2NWRjYTkzYTBiZWU4NjY0ZWEz,Matt Johnson,Tim Graham,"Fixed #20555 -- Make subwidget id attribute available

In `BoundField.__iter__`, the widget's id attribute is now passed to
each subwidget. A new id_for_label property was added to ChoiceInput.",https://api.github.com/repos/django/django/git/commits/907ef9d0d157c47c66bf265dca93a0bee8664ea3,2013-06-04,"In `BoundField.__iter__`, the widget's id attribute is now passed to
each subwidget"
99,MDY6Q29tbWl0NDE2NDQ4Mjo5MDdlZjlkMGQxNTdjNDdjNjZiZjI2NWRjYTkzYTBiZWU4NjY0ZWEz,Matt Johnson,Tim Graham,"Fixed #20555 -- Make subwidget id attribute available

In `BoundField.__iter__`, the widget's id attribute is now passed to
each subwidget. A new id_for_label property was added to ChoiceInput.",https://api.github.com/repos/django/django/git/commits/907ef9d0d157c47c66bf265dca93a0bee8664ea3,2013-06-04,A new id_for_label property was added to ChoiceInput.
100,MDY6Q29tbWl0NDE2NDQ4MjoxYzRhOWJkOWFkMWE4ZTYxODE3YzZhYTJiMGQ4ZDBhZDJjMDgwMDQ3,Marc Tamlyn,Marc Tamlyn,"Revert change to the default Form.clean()

This means it doesn't break for people who are doing
`cleaned_data = super(FooForm, self).clean()`.",https://api.github.com/repos/django/django/git/commits/1c4a9bd9ad1a8e61817c6aa2b0d8d0ad2c080047,2013-08-08,Revert change to the default Form.clean()
100,MDY6Q29tbWl0NDE2NDQ4MjoxYzRhOWJkOWFkMWE4ZTYxODE3YzZhYTJiMGQ4ZDBhZDJjMDgwMDQ3,Marc Tamlyn,Marc Tamlyn,"Revert change to the default Form.clean()

This means it doesn't break for people who are doing
`cleaned_data = super(FooForm, self).clean()`.",https://api.github.com/repos/django/django/git/commits/1c4a9bd9ad1a8e61817c6aa2b0d8d0ad2c080047,2013-08-08,"This means it doesn't break for people who are doing
`cleaned_data = super(FooForm, self).clean()`."
101,MDY6Q29tbWl0NDE2NDQ4MjpmYjFkZDZiMTNhMGU2YjFlZjY0ZWFjODg0NjczMjFkMDk3OTQyY2Qy,Marc Tamlyn,Marc Tamlyn,"Form.clean() does not need to return cleaned_data.

If it does, that will be used as the cleaned_data. The default
implementation has been changed to match this change.",https://api.github.com/repos/django/django/git/commits/fb1dd6b13a0e6b1ef64eac88467321d097942cd2,2013-08-08,Form.clean() does not need to return cleaned_data.
101,MDY6Q29tbWl0NDE2NDQ4MjpmYjFkZDZiMTNhMGU2YjFlZjY0ZWFjODg0NjczMjFkMDk3OTQyY2Qy,Marc Tamlyn,Marc Tamlyn,"Form.clean() does not need to return cleaned_data.

If it does, that will be used as the cleaned_data. The default
implementation has been changed to match this change.",https://api.github.com/repos/django/django/git/commits/fb1dd6b13a0e6b1ef64eac88467321d097942cd2,2013-08-08,"If it does, that will be used as the cleaned_data"
101,MDY6Q29tbWl0NDE2NDQ4MjpmYjFkZDZiMTNhMGU2YjFlZjY0ZWFjODg0NjczMjFkMDk3OTQyY2Qy,Marc Tamlyn,Marc Tamlyn,"Form.clean() does not need to return cleaned_data.

If it does, that will be used as the cleaned_data. The default
implementation has been changed to match this change.",https://api.github.com/repos/django/django/git/commits/fb1dd6b13a0e6b1ef64eac88467321d097942cd2,2013-08-08,"The default
implementation has been changed to match this change."
102,MDY6Q29tbWl0NDE2NDQ4MjowNzg3NmNmMDJiNmRiNDUzY2EwMzk3YzI5YzIyNTY2ODg3MmZhOTZk,Curtis Maloney,Tim Graham,"Deprecated SortedDict (replaced with collections.OrderedDict)

Thanks Loic Bistuer for the review.",https://api.github.com/repos/django/django/git/commits/07876cf02b6db453ca0397c29c225668872fa96d,2013-08-03,Deprecated SortedDict (replaced with collections.OrderedDict)
102,MDY6Q29tbWl0NDE2NDQ4MjowNzg3NmNmMDJiNmRiNDUzY2EwMzk3YzI5YzIyNTY2ODg3MmZhOTZk,Curtis Maloney,Tim Graham,"Deprecated SortedDict (replaced with collections.OrderedDict)

Thanks Loic Bistuer for the review.",https://api.github.com/repos/django/django/git/commits/07876cf02b6db453ca0397c29c225668872fa96d,2013-08-03,Thanks Loic Bistuer for the review.
103,MDY6Q29tbWl0NDE2NDQ4Mjo1YzExNDM5MTBlMDcxYzczNjcxNDI0MDM2NDA4YzQ1NDg3NDJkMjRm,Claude Paroz,Claude Paroz,"Removed most of absolute_import imports

Should be unneeded with Python 2.7 and up.
Added some unicode_literals along the way.",https://api.github.com/repos/django/django/git/commits/5c1143910e071c73671424036408c4548742d24f,2013-07-29,Removed most of absolute_import imports
103,MDY6Q29tbWl0NDE2NDQ4Mjo1YzExNDM5MTBlMDcxYzczNjcxNDI0MDM2NDA4YzQ1NDg3NDJkMjRm,Claude Paroz,Claude Paroz,"Removed most of absolute_import imports

Should be unneeded with Python 2.7 and up.
Added some unicode_literals along the way.",https://api.github.com/repos/django/django/git/commits/5c1143910e071c73671424036408c4548742d24f,2013-07-29,Should be unneeded with Python 2.7 and up
103,MDY6Q29tbWl0NDE2NDQ4Mjo1YzExNDM5MTBlMDcxYzczNjcxNDI0MDM2NDA4YzQ1NDg3NDJkMjRm,Claude Paroz,Claude Paroz,"Removed most of absolute_import imports

Should be unneeded with Python 2.7 and up.
Added some unicode_literals along the way.",https://api.github.com/repos/django/django/git/commits/5c1143910e071c73671424036408c4548742d24f,2013-07-29,Added some unicode_literals along the way.
104,MDY6Q29tbWl0NDE2NDQ4Mjo4Njc2MzE4ZDJkYWU5YTU3MGQyMzE0ZTRlNmRhOGMwMGFhZjJlMmEw,Tim Graham,Tim Graham,"Fixed #20805 -- Removed an extra colon beside checkboxes in the admin.

Thanks CollinAnderson for the report.",https://api.github.com/repos/django/django/git/commits/8676318d2dae9a570d2314e4e6da8c00aaf2e2a0,2013-07-26,Fixed #20805 -- Removed an extra colon beside checkboxes in the admin.
104,MDY6Q29tbWl0NDE2NDQ4Mjo4Njc2MzE4ZDJkYWU5YTU3MGQyMzE0ZTRlNmRhOGMwMGFhZjJlMmEw,Tim Graham,Tim Graham,"Fixed #20805 -- Removed an extra colon beside checkboxes in the admin.

Thanks CollinAnderson for the report.",https://api.github.com/repos/django/django/git/commits/8676318d2dae9a570d2314e4e6da8c00aaf2e2a0,2013-07-26,Thanks CollinAnderson for the report.
105,MDY6Q29tbWl0NDE2NDQ4Mjo3NTU3MjA3OTgzOTNlNzhmYzMwOTRjYzNmNzkwODUyNzM3Y2I2ODEz,Claude Paroz,Claude Paroz,"Fixed #20582 -- Allowed default Form.label_suffix to be translated

Thanks Tim Graham for the review.",https://api.github.com/repos/django/django/git/commits/755720798393e78fc3094cc3f790852737cb6813,2013-07-13,Fixed #20582 -- Allowed default Form.label_suffix to be translated
105,MDY6Q29tbWl0NDE2NDQ4Mjo3NTU3MjA3OTgzOTNlNzhmYzMwOTRjYzNmNzkwODUyNzM3Y2I2ODEz,Claude Paroz,Claude Paroz,"Fixed #20582 -- Allowed default Form.label_suffix to be translated

Thanks Tim Graham for the review.",https://api.github.com/repos/django/django/git/commits/755720798393e78fc3094cc3f790852737cb6813,2013-07-13,Thanks Tim Graham for the review.
106,MDY6Q29tbWl0NDE2NDQ4MjphY2Q3YjM0YWFmZTM1MmVmNjA0ZWRjYjczZjc1MDQxYzVjYmJhNmI5,Aymeric Augustin,Aymeric Augustin,Advanced deprecation warnings for Django 1.7.,https://api.github.com/repos/django/django/git/commits/acd7b34aafe352ef604edcb73f75041c5cbba6b9,2013-06-29,Advanced deprecation warnings for Django 1.7.
106,MDY6Q29tbWl0NDE2NDQ4MjphY2Q3YjM0YWFmZTM1MmVmNjA0ZWRjYjczZjc1MDQxYzVjYmJhNmI5,Aymeric Augustin,Aymeric Augustin,Advanced deprecation warnings for Django 1.7.,https://api.github.com/repos/django/django/git/commits/acd7b34aafe352ef604edcb73f75041c5cbba6b9,2013-06-29,
107,MDY6Q29tbWl0NDE2NDQ4MjozMTI4ZjNkMzhkMWRiMGJjMDFkYTlhNGJmNGJlODExMTkwNzlkNzNh,Baptiste Mispelon,Baptiste Mispelon,Fixed #20618 -- Fixed regression in `BoundField.label_tag`.,https://api.github.com/repos/django/django/git/commits/3128f3d38d1db0bc01da9a4bf4be81119079d73a,2013-06-18,Fixed #20618 -- Fixed regression in `BoundField.label_tag`.
