text;predicted_decision;predicted_rationale
After page migration, the new page has the nidpid unset;1;1
"This makes
every fault on a recently migrated page look like a first numa fault,
leading to another page migration";1;0
"Copying over the nidpid at page migration time should prevent erroneous
migrations of recently migrated pages.";0;1
mm: numa: Change page last {nid,pid} into {cpu,pid};1;0
"Change the per page last fault tracking to use cpu,pid instead of
nid,pid";1;1
"This will allow us to try and lookup the alternate task more
easily";1;1
"Note that even though it is the cpu that is store in the page
flags that the mpol_misplaced decision is still based on the node.";0;1
sched/numa: Set preferred NUMA node based on number of private faults;0;1
"Ideally it would be possible to distinguish between NUMA hinting faults that
are private to a task and those that are shared";0;1
"If treated identically
there is a risk that shared pages bounce between nodes depending on
the order they are referenced by tasks";0;0
"Ultimately what is desirable is
that task private pages remain local to the task while shared pages are
interleaved between sharing tasks running on different nodes to give good
average performance";0;1
"This is further complicated by THP as even
applications that partition their data may not be partitioning on a huge
page boundary";0;0
"To start with, this patch assumes that multi-threaded or multi-process
applications partition their data and that in general the private accesses
are more important for cpu->memory locality in the general case";0;1
"Also,
no new infrastructure is required to treat private pages properly but
interleaving for shared pages requires additional infrastructure";0;1
"To detect private accesses the pid of the last accessing task is required
but the storage requirements are a high";0;0
"This patch borrows heavily from
Ingo Molnar's patch ""numa, mm, sched: Implement last-CPU+PID hash tracking""
to encode some bits from the last accessing task in the page flags as
well as the node information";1;1
"Collisions will occur but it is better than
just depending on the node information";1;1
"Node information is then used to
determine if a page needs to migrate";0;1
"The PID information is used to detect
private/shared accesses";1;1
"The preferred NUMA node is selected based on where
the maximum number of approximately private faults were measured";0;0
"Shared
faults are not taken into consideration for a few reasons";0;0
"First, if there are many tasks sharing the page then they'll all move
towards the same node";0;0
"The node will be compute overloaded and then
scheduled away later only to bounce back again";0;0
"Alternatively the shared
tasks would just bounce around nodes because the fault information is
effectively noise";0;0
"Either way accounting for shared faults the same as
private faults can result in lower performance overall";0;1
"The second reason is based on a hypothetical workload that has a small
number of very important, heavily accessed private pages but a large shared
array";0;0
"The shared array would dominate the number of faults and be selected
as a preferred node even though it's the wrong decision";0;1
"The third reason is that multiple threads in a process will race each
other to fault the shared page making the fault information unreliable.";0;0
mm: numa: Scan pages with elevated page_mapcount;1;0
"Currently automatic NUMA balancing is unable to distinguish between false
shared versus private pages except by ignoring pages with an elevated
page_mapcount entirely";0;1
"This avoids shared pages bouncing between the
nodes whose task is using them but that is ignored quite a lot of data";0;0
"This patch kicks away the training wheels in preparation for adding support
for identifying shared/private pages is now in place";1;1
"The ordering is so
that the impact of the shared/private detection can be easily measured";0;1
"Note
that the patch does not migrate shared, file-backed within vmas marked
VM_EXEC as these are generally shared library pages";1;1
"Migrating such pages
is not beneficial as there is an expectation they are read-shared between
caches and iTLB and iCache pressure is generally low.";0;0
mm: Close races between THP migration and PMD numa clearing;1;0
"THP migration uses the page lock to guard against parallel allocations
but there are cases like this still open
  Task A					Task B
  do_huge_pmd_numa_page				do_huge_pmd_numa_page
  lock_page
  mpol_misplaced == -1
  unlock_page
  goto clear_pmdnuma
						lock_page
						mpol_misplaced == 2
						migrate_misplaced_transhuge
  pmd = pmd_mknonnuma
  set_pmd_at
During hours of testing, one crashed with weird errors and while I have
no direct evidence, I suspect something like the race above happened";1;0
"This patch extends the page lock to being held until the pmd_numa is
cleared to prevent migration starting in parallel while the pmd_numa is
being cleared";0;1
"It also flushes the old pmd entry and orders pagetable
insertion before rmap insertion.";0;0
mm: avoid reinserting isolated balloon pages into LRU lists;1;1
"Isolated balloon pages can wrongly end up in LRU lists when
migrate_pages() finishes its round without draining all the isolated
page list";0;1
"The same issue can happen when reclaim_clean_pages_from_list() tries to
reclaim pages from an isolated page list, before migration, in the CMA
path";0;0
" Such balloon page leak opens a race window against LRU lists
shrinkers that leads us to the following kernel panic";0;1
"  BUG: unable to handle kernel NULL pointer dereference at 0000000000000028
  IP: [<ffffffff810c2625>] shrink_page_list+0x24e/0x897
  PGD 3cda2067 PUD 3d713067 PMD 0
  Oops: 0000 [#1] SMP
  CPU: 0 PID: 340 Comm: kswapd0 Not tainted 3.12.0-rc1-22626-g4367597 #87
  Hardware name: Bochs Bochs, BIOS Bochs 01/01/2011
  RIP: shrink_page_list+0x24e/0x897
  RSP: 0000:ffff88003da499b8  EFLAGS: 00010286
  RAX: 0000000000000000 RBX: ffff88003e82bd60 RCX: 00000000000657d5
  RDX: 0000000000000000 RSI: 000000000000031f RDI: ffff88003e82bd40
  RBP: ffff88003da49ab0 R08: 0000000000000001 R09: 0000000081121a45
  R10: ffffffff81121a45 R11: ffff88003c4a9a28 R12: ffff88003e82bd40
  R13: ffff88003da0e800 R14: 0000000000000001 R15: ffff88003da49d58
  FS:  0000000000000000(0000) GS:ffff88003fc00000(0000) knlGS:0000000000000000
  CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033
  CR2: 00000000067d9000 CR3: 000000003ace5000 CR4: 00000000000407b0
  This patch fixes the issue, by assuring the proper tests are made at
putback_movable_pages() & reclaim_clean_pages_from_list() to avoid
isolated balloon pages being wrongly reinserted in LRU lists.";0;1
Merge git://git.kvack.org/~bcrl/aio-next;1;1
Pull aio changes from Ben LaHaise;1;1
" ""First off, sorry for this pull request being late in the merge window";1;0
  Al had raised a couple of concerns about 2 items in the series below;0;0
"  I addressed the first issue (the race introduced by Gu's use of
  mm_populate()), but he has not provided any further details on how he
  wants to rework the anon_inode.c changes (which were sent out months
  ago but have yet to be commented on)";0;1
"  The bulk of the changes have been sitting in the -next tree for a few
  months, with all the issues raised being addressed""
  aio: rcu_read_lock protection for new rcu_dereference calls
  aio: fix race in ring buffer page lookup introduced by page migration support
  aio: fix rcu sparse warnings introduced by ioctx table lookup patch
  aio: remove unnecessary debugging from aio_free_ring()
  aio: table lookup: verify ctx pointer
  staging/lustre: kiocb->ki_left is removed
  aio: fix error handling and rcu usage in ""convert the ioctx list to table lookup v3""
  aio: be defensive to ensure request batching is non-zero instead of BUG_ON()
  aio: convert the ioctx list to table lookup v3
  aio: double aio_max_nr in calculations
  aio: Kill ki_dtor
  aio: Kill ki_users
  aio: Kill unneeded kiocb members
  aio: Kill aio_rw_vect_retry()
  aio: Don't use ctx->tail unnecessarily
  aio: io_cancel() no longer returns the io_event
  aio: percpu ioctx refcount
  aio: percpu reqs_available
  aio: reqs_active -> reqs_available
  aio: fix build when migration is disabled";0;1
mm: vmscan: fix do_try_to_free_pages() livelock;1;1
"This patch is based on KOSAKI's work and I add a little more description,
please refer 
Currently, I found system can enter a state that there are lots of free
pages in a zone but only order-0 and order-1 pages which means the zone is
heavily fragmented, then high order allocation could make direct reclaim
path's long stall(ex, 60 seconds) especially in no swap and no compaciton
enviroment";1;1
" This problem happened on v3.4, but it seems issue still lives
in current tree, the reason is do_try_to_free_pages enter live lock";0;1
"kswapd will go to sleep if the zones have been fully scanned and are still
not balanced";1;0
" As kswapd thinks there's little point trying all over again
to avoid infinite loop";1;1
" Instead it changes order from high-order to
0-order because kswapd think order-0 is the most important";0;0
" Look at
73ce02e9 in detail";1;0
" If watermarks are ok, kswapd will go back to sleep
and may leave zone->all_unreclaimable =3D 0";0;0
" It assume high-order users
can still perform direct reclaim if they wish";1;0
"Direct reclaim continue to reclaim for a high order which is not a
COSTLY_ORDER without oom-killer until kswapd turn on
zone->all_unreclaimble= ";0;0
 This is because to avoid too early oom-kill;1;1
So it means direct_reclaim depends on kswapd to break this loop;1;1
"In worst case, direct-reclaim may continue to page reclaim forever when
kswapd sleeps forever until someone like watchdog detect and finally kill
the process";1;0
 As described in;1;0
"We can't turn on zone->all_unreclaimable from direct reclaim path because
direct reclaim path don't take any lock and this way is racy";0;1
" Thus this
patch removes zone->all_unreclaimable field completely and recalculates
zone reclaimable state every time";1;1
"Note: we can't take the idea that direct-reclaim see zone->pages_scanned
directly and kswapd continue to use zone->all_unreclaimable";0;1
" Because, it
is racy";0;1
" commit 929bea7c71 (vmscan: all_unreclaimable() use
zone->all_unreclaimable as a name) describes the detail.";1;0
mm: migrate: check movability of hugepage in unmap_and_move_huge_page();0;0
"Currently hugepage migration works well only for pmd-based hugepages
(mainly due to lack of testing,) so we had better not enable migration of
other levels of hugepages until we are ready for it";1;0
"Some users of hugepage migration (mbind, move_pages, and migrate_pages) do
page table walk and check pud/pmd_huge() there, so they are safe";0;1
" But the
other users (softoffline and memory hotremove) don't do this, so without
this patch they can try to migrate unexpected types of hugepages";1;1
"To prevent this, we introduce hugepage_migration_support() as an
architecture dependent check of whether hugepage are implemented on a pmd
basis or not";1;1
" And on some architecture multiple sizes of hugepages are
available, so hugepage_migration_support() also checks hugepage size.";0;0
mm: migrate: add hugepage migration code to move_pages();1;0
Extend move_pages() to handle vma with VM_HUGETLB set;1;0
" We will be able to
migrate hugepage with move_pages(2) after applying the enablement patch
which comes later in this series";0;1
"We avoid getting refcount on tail pages of hugepage, because unlike thp,
hugepage is not split and we need not care about races with splitting";0;1
And migration of larger (1GB for x86_64) hugepage are not enabled.;0;0
mm: soft-offline: use migrate_pages() instead of migrate_huge_page();1;0
"Currently migrate_huge_page() takes a pointer to a hugepage to be migrated
as an argument, instead of taking a pointer to the list of hugepages to be
migrated";1;1
" This behavior was introduced in commit 189ebff28 (""hugetlb";1;0
"simplify migrate_huge_page()""), and was OK because until now hugepage
migration is enabled only for soft-offlining which migrates only one
hugepage in a single call";1;1
"But the situation will change in the later patches in this series which
enable other users of page migration to support hugepage migration";0;0
" They
can kick migration for both of normal pages and hugepages in a single
call, so we need to go back to original implementation which uses linked
lists to collect the hugepages to be migrated";0;1
"With this patch, soft_offline_huge_page() switches to use migrate_pages(),
and migrate_huge_page() is not used any more";1;1
 So let's remove it.;1;0
mm: migrate: make core migration code aware of hugepage;1;0
"Currently hugepage migration is available only for soft offlining, but
it's also useful for some other users of page migration (clearly because
users of hugepage can enjoy the benefit of mempolicy and memory hotplug.)
So this patchset tries to extend such users to support hugepage migration";0;1
"The target of this patchset is to enable hugepage migration for NUMA
related system calls (migrate_pages(2), move_pages(2), and mbind(2)), and
memory hotplug";0;0
"This patchset does not add hugepage migration for memory compaction,
because users of memory compaction mainly expect to construct thp by
arranging raw pages, and there's little or no need to compact hugepages";0;1
"CMA, another user of page migration, can have benefit from hugepage
migration, but is not enabled to support it for now (just because of lack
of testing and expertise in CMA.)
Hugepage migration of non pmd-based hugepage (for example 1GB hugepage in
x86_64, or hugepages in architectures like ia64) is not enabled for now
(again, because of lack of testing.)
As for how these are achived, I extended the API (migrate_pages()) to
handle hugepage (with patch 1 and 2) and adjusted code of each caller to
check and collect movable hugepages (with patch 3-7)";1;1
" Remaining 2 patches
are kind of miscellaneous ones to avoid unexpected behavior";1;1
" Patch 8 is
about making sure that we only migrate pmd-based hugepages";1;1
" And patch 9
is about choosing appropriate zone for hugepage allocation";1;1
"My test is mainly functional one, simply kicking hugepage migration via
each entry point and confirm that migration is done correctly";1;0
" Test code
is available here";0;0
"  git://github.com/Naoya-Horiguchi/test_hugepage_migration_extension.git
And I always run libhugetlbfs test when changing hugetlbfs's code";0;1
" With
this patchset, no regression was found in the test";1;1
This patch (of 9);1;0
"Before enabling each user of page migration to support hugepage,
this patch enables the list of pages for migration to link not only
LRU pages, but also hugepages";1;1
"As a result, putback_movable_pages()
and migrate_pages() can handle both of LRU pages and hugepages.";0;1
fs/aio: Add support to aio ring pages migration;1;0
"As the aio job will pin the ring pages, that will lead to mem migrated
failed";0;1
"In order to fix this problem we use an anon inode to manage the aio ring
pages, and  setup the migratepage callback in the anon inode's address space, so
that when mem migrating the aio ring pages will be moved to other mem node safely.";0;1
mm: migration: add migrate_entry_wait_huge();1;1
"When we have a page fault for the address which is backed by a hugepage
under migration, the kernel can't wait correctly and do busy looping on
hugepage fault until the migration finishes";0;1
" As a result, users who try
to kick hugepage migration (via soft offlining, for example) occasionally
experience long delay or soft lockup";0;1
"This is because pte_offset_map_lock() can't get a correct migration entry
or a correct page table lock for hugepage";0;1
" This patch introduces
migration_entry_wait_huge() to solve this.";1;0
mm compaction: fix of improper cache flush in migration code;1;1
Page 'new' during MIGRATION can't be flushed with flush_cache_page();0;1
"Using flush_cache_page(vma, addr, pfn) is justified only if the page is
already placed in process page table, and that is done right after
flush_cache_page()";0;1
" But without it the arch function has no knowledge
of process PTE and does nothing";1;0
"Besides that, flush_cache_page() flushes an application cache page, but
the kernel has a different page virtual address and dirtied it";0;1
Replace it with flush_dcache_page(new) which is the proper usage;1;0
The old page is flushed in try_to_unmap_one() before migration;0;1
"This bug takes place in Sead3 board with M14Kc MIPS CPU without cache
aliasing (but Harvard arch - separate I and D cache) in tight memory
environment (128MB) each 1-3days on SOAK test";0;0
" It fails in cc1 during
kernel build (SIGILL, SIGBUS, SIGSEG) if CONFIG_COMPACTION is switched";1;0
mm: rewrite the comment over migrate_pages() more comprehensibly;1;1
"The comment over migrate_pages() looks quite weird, and makes it hard to
grasp what it is trying to say";0;1
 Rewrite it more comprehensibly.;1;1
mm/migrate: fix comment typo syncronous->synchronous;1;1
;0;0
mm: remove offlining arg to migrate_pages;1;1
"No functional change, but the only purpose of the offlining argument to
migrate_pages() etc, was to ensure that __unmap_and_move() could migrate a
KSM page for memory hotremove (which took ksm_thread_mutex) but not for
other callers";1;0
 Now all cases are safe, remove the arg.;1;1
ksm: enable KSM page migration;1;0
"Migration of KSM pages is now safe: remove the PageKsm restrictions from
mempolicy.c and migrate.c";1;1
"But keep PageKsm out of __unmap_and_move()'s anon_vma contortions, which
are irrelevant to KSM: it looks as if that code was preventing hotremove
migration of KSM pages, unless they happened to be in swapcache";1;0
"There is some question as to whether enforcing a NUMA mempolicy migration
ought to migrate KSM pages, mapped into entirely unrelated processes; but
moving page_mapcount > 1 is only permitted with MPOL_MF_MOVE_ALL anyway,
and it seems reasonable to assume that you wouldn't set MADV_MERGEABLE on
any area where this is a worry.";1;1
ksm: make KSM page migration possible;1;0
"KSM page migration is already supported in the case of memory hotremove,
which takes the ksm_thread_mutex across all its migrations to keep life
simple";1;0
"But the new KSM NUMA merge_across_nodes knob introduces a problem, when
it's set to non-default 0: if a KSM page is migrated to a different NUMA
node, how do we migrate its stable node to the right tree?  And what if
that collides with an existing stable node?
So far there's no provision for that, and this patch does not attempt to
deal with it either";1;1
" But how will I test a solution, when I don't know
how to hotremove memory?  The best answer is to enable KSM page migration
in all cases now, and test more common cases";1;1
" With THP and compaction
added since KSM came in, page migration is now mainstream, and it's a
shame that a KSM page can frustrate freeing a page block";0;0
"Without worrying about merge_across_nodes 0 for now, this patch gets KSM
page migration working reliably for default merge_across_nodes 1 (but
leave the patch enabling it until near the end of the series)";1;1
"It's much simpler than I'd originally imagined, and does not require an
additional tier of locking: page migration relies on the page lock, KSM
page reclaim relies on the page lock, the page lock is enough for KSM page
migration too";0;1
"Almost all the care has to be in get_ksm_page(): that's the function which
worries about when a stable node is stale and should be freed, now it also
has to worry about the KSM page being migrated";1;1
"The only new overhead is an additional put/get/lock/unlock_page when
stable_tree_search() arrives at a matching node: to make sure migration
respects the raised page count, and so does not migrate the page while
we're busy with it here";1;0
" That's probably avoidable, either by changing
internal interfaces from using kpage to stable_node, or by moving the
ksm_migrate_page() callsite into a page_freeze_refs() section (even if not
swapcache); but this works well, I've no urge to pull it apart now";1;1
"(Descents of the stable tree may pass through nodes whose KSM pages are
under migration: being unlocked, the raised page count does not prevent
that, nor need it: it's safe to memcmp against either old or new page.)
You might worry about mremap, and whether page migration's rmap_walk to
remove migration entries will find all the KSM locations where it inserted
earlier: that should already be handled, by the satisfyingly heavy hammer
of move_vma()'s call to ksm_madvise(,,,MADV_UNMERGEABLE,).";1;1
mm: rename page struct field helpers;1;0
"The function names page_xchg_last_nid(), page_last_nid() and
reset_page_last_nid() were judged to be inconsistent so rename them to a
struct_field_op style pattern";1;1
" As it looked jarring to have
reset_page_mapcount() and page_nid_reset_last() beside each other in
memmap_init_zone(), this patch also renames reset_page_mapcount() to
page_mapcount_reset()";1;1
" There are others like init_page_count() but as
it is used throughout the arch code a rename would likely cause more
conflicts than it is worth.";1;1
mm: numa: cleanup flow of transhuge page migration;0;1
"When correcting commit 04fa5d6a6547 (""mm: migrate: check page_count of
THP before migrating"") Hugh Dickins noted that the control flow for
transhuge migration was difficult to follow";0;1
" Unconditionally calling
put_page() in numamigrate_isolate_page() made the failure paths of both
migrate_misplaced_transhuge_page() and migrate_misplaced_page() more
complex that they should be";1;1
" Further, he was extremely wary that an
unlock_page() should ever happen after a put_page() even if the
put_page() should never be the final put_page";1;0
"Hugh implemented the following cleanup to simplify the path by calling
putback_lru_page() inside numamigrate_isolate_page() if it failed to
isolate and always calling unlock_page() within
migrate_misplaced_transhuge_page()";1;1
"There is no functional change after this patch is applied but the code
is easier to follow and unlock_page() always happens before put_page().";1;1
mm: numa: take THP into account when migrating pages for NUMA balancing;0;0
"Wanpeng Li pointed out that numamigrate_isolate_page() assumes that only
one base page is being migrated when in fact it can also be checking
THP";0;1
"The consequences are that a migration will be attempted when a target
node is nearly full and fail later";0;0
" It's unlikely to be user-visible
but it should be fixed";0;1
" While we are there, migrate_balanced_pgdat()
should treat nr_migrate_pages as an unsigned long as it is treated as a
watermark.";0;0
mm/hugetlb: set PTE as huge in hugetlb_change_protection and remove_migration_pte;1;0
"When setting a huge PTE, besides calling pte_mkhuge(), we also need to
call arch_make_huge_pte(), which we indeed do in make_huge_pte(), but we
forget to do in hugetlb_change_protection() and remove_migration_pte().";1;1
mm: migrate: check page_count of THP before migrating;1;1
"Hugh Dickins pointed out that migrate_misplaced_transhuge_page() does
not check page_count before migrating like base page migration and
khugepage";1;0
 He could not see why this was safe and he is right;0;1
"The potential impact of the bug is avoided due to the limitations of
NUMA balancing";0;0
" The page_mapcount() check ensures that only a single
address space is using this page and as THPs are typically private it
should not be possible for another address space to fault it in
parallel";0;1
" If the address space has one associated task then it's
difficult to have both a GUP pin and be referencing the page at the same
time";1;0
" If there are multiple tasks then a buggy scenario requires that
another thread be accessing the page while the direct IO is in flight";0;1
"This is dodgy behaviour as there is a possibility of corruption with or
without THP migration";0;1
" It would be
While we happen to be safe for the most part it is shoddy to depend on
such ""safety"" so this patch checks the page count similar to anonymous
pages";1;1
" Note that this does not mean that the page_mapcount() check can
go away";0;0
" If we were to remove the page_mapcount() check the the THP
would have to be unmapped from all referencing PTEs, replaced with
migration PTEs and restored properly afterwards.";1;0
mm,numa: fix update_mmu_cache_pmd call;1;1
"This build error is currently hidden by the fact that the x86
implementation of 'update_mmu_cache_pmd()' is a macro that doesn't use
its last argument, but commit b32967ff101a (""mm: numa: Add THP migration
for the NUMA working set scanning fault case"") introduced a call with
the wrong third argument";0;1
In the akpm tree, it causes this build error;1;1
  mm/migrate.c: In function 'migrate_misplaced_transhuge_page_put';0;1
"  mm/migrate.c:1666:2: error: incompatible type for argument 3 of 'update_mmu_cache_pmd'
  arch/x86/include/asm/pgtable.h:792:20: note: expected 'struct pmd_t *' but argument is of type 'pmd_t'
Fix it.";1;1
mm,migrate: use N_MEMORY instead N_HIGH_MEMORY;1;0
N_HIGH_MEMORY stands for the nodes that has normal or high memory;0;0
N_MEMORY stands for the nodes that has any memory;0;0
"The code here need to handle with the nodes which have memory, we should
use N_MEMORY instead.";1;1
mm: introduce putback_movable_pages();1;0
"The PATCH ""mm: introduce compaction and migration for virtio ballooned pages""
hacks around putback_lru_pages() in order to allow ballooned pages to be
re-inserted on balloon page list as if a ballooned page was like a LRU page";1;0
"As ballooned pages are not legitimate LRU pages, this patch introduces
putback_movable_pages() to properly cope with cases where the isolated
pageset contains ballooned pages and LRU pages, thus fixing the mentioned
inelegant hack around putback_lru_pages().";0;1
mm: introduce compaction and migration for ballooned pages;1;0
"Memory fragmentation introduced by ballooning might reduce significantly
the number of 2MB contiguous memory blocks that can be used within a guest,
thus imposing performance penalties associated with the reduced number of
transparent huge pages that could be used by the guest workload";0;1
"This patch introduces the helper functions as well as the necessary changes
to teach compaction and migration bits how to cope with pages which are
part of a guest memory balloon, in order to make them movable by memory
compaction procedures.";0;1
mm: adjust address_space_operations.migratepage() return code;0;1
"Memory fragmentation introduced by ballooning might reduce significantly
the number of 2MB contiguous memory blocks that can be used within a
guest, thus imposing performance penalties associated with the reduced
number of transparent huge pages that could be used by the guest workload";0;1
This patch-set follows the main idea discussed at 2012 LSFMMS session;1;0
"""Ballooning for transparent huge pages"" -- to introduce the required changes to the virtio_balloon driver, as well as
the changes to the core compaction & migration bits, in order to make
those subsystems aware of ballooned pages and allow memory balloon pages
become movable within a guest, thus avoiding the aforementioned
fragmentation issue
Following are numbers that prove this patch benefits on allowing
compaction to be more effective at memory ballooned guests";0;1
"Results for STRESS-HIGHALLOC benchmark, from Mel Gorman's mmtests suite,
running on a 4gB RAM KVM guest which was ballooning 512mB RAM in 64mB
chunks, at every minute (inflating/deflating), while test was running";0;1
"===BEGIN stress-highalloc
STRESS-HIGHALLOC
                 highalloc-3.7     highalloc-3.7
                     rc4-clean         rc4-patch
Pass 1          55.00 ( 0.00%)    62.00 ( 7.00%)
Pass 2          54.00 ( 0.00%)    62.00 ( 8.00%)
while Rested    75.00 ( 0.00%)    80.00 ( 5.00%)
MMTests Statistics: duration
           rc4-clean   rc4-patch
User         1207.59     1207.46
System       1300.55     1299.61
Elapsed      2273.72     2157.06
MMTests Statistics: vmstat
                          rc4-clean   rc4-patch
Page Ins                    3581516     2374368
Page Outs                  11148692    10410332
Swap Ins                         80          47
Swap Outs                      3641         476
Direct pages scanned          37978       33826
Kswapd pages scanned        1828245     1342869
Kswapd pages reclaimed      1710236     1304099
Direct pages reclaimed        32207       31005
Kswapd efficiency               93%         97%
Kswapd velocity             804.077     622.546
Direct efficiency               84%         91%
Direct velocity              16.703      15.682
Percentage direct scans          2%          2%
Page writes by reclaim        79252        9704
Page writes file              75611        9228
Page writes anon               3641         476
Page reclaim immediate        16764       11014
Page rescued immediate            0           0
Slabs scanned               2171904     2152448
Direct inode steals             385        2261
Kswapd inode steals          659137      609670
Kswapd skipped wait               1          69
THP fault alloc                 546         631
THP collapse alloc              361         339
THP splits                      259         263
THP fault fallback               98          50
THP collapse fail                20          17
Compaction stalls               747         499
Compaction success              244         145
Compaction failures             503         354
Compaction pages moved       370888      474837
Compaction move failure       77378       65259
===END stress-highalloc
This patch";0;1
"Introduce MIGRATEPAGE_SUCCESS as the default return code for
address_space_operations.migratepage() method and documents the expected
return code for the same method in failure cases.";1;1
mm: introduce mm_find_pmd();1;0
"Several place need to find the pmd by(mm_struct, address), so introduce a
function to simplify it.";1;1
mm/rmap, migration: Make rmap_walk_anon() and try_to_unmap_anon() more scalable;1;0
"rmap_walk_anon() and try_to_unmap_anon() appears to be too
careful about locking the anon vma: while it needs protection
against anon vma list modifications, it does not need exclusive
access to the list itself";1;1
"Transforming this exclusive lock to a read-locked rwsem removes
a global lock from the hot path of page-migration intense
threaded workloads which can cause pathological performance like
this";0;0
"    96.43%        process 0  [kernel.kallsyms]  [k] perf_trace_sched_switch
                  --- perf_trace_sched_switch
                      __schedule
                      schedule
                      schedule_preempt_disabled
                      __mutex_lock_common.isra.6
                      __mutex_lock_slowpath
                      mutex_lock
                     |--50.61%-- rmap_walk
                     |          move_to_new_page
                     |          migrate_pages
                     |          migrate_misplaced_page
                     |          __do_numa_page.isra.69
                     |          handle_pte_fault
                     |          handle_mm_fault
                     |          __do_page_fault
                     |          do_page_fault
                     |          page_fault
                     |          __memset_sse2
                     |           --100.00%-- worker_thread
                     |                      --100.00%-- start_thread
                      --49.39%-- page_lock_anon_vma
                                try_to_unmap_anon
                                try_to_unmap
                                migrate_pages
                                migrate_misplaced_page
                                __do_numa_page.isra.69
                                handle_pte_fault
                                handle_mm_fault
                                __do_page_fault
                                do_page_fault
                                page_fault
                                __memset_sse2
                                 --100.00%-- worker_thread
                                           start_thread
With this change applied the profile is now nicely flat
and there's no anon-vma related scheduling/blocking";1;1
"Rename anon_vma_[un]lock() => anon_vma_[un]lock_write(),
to make it clearer that it's an exclusive write-lock in
that case - suggested by Rik van Riel.";0;1
mm: migrate: Account a transhuge page properly when rate limiting;1;1
"If there is excessive migration due to NUMA balancing it gets rate
limited";0;1
"It does this by counting the number of pages it has migrated
recently but counts a transhuge page as 1 page";0;1
Account for it properly.;1;1
mm: numa: Account for failed allocations and isolations as migration failures;1;1
Subject says it all;1;0
"Allocation failures and a failure to isolate should
be accounted as a migration failure";0;1
"This is partially another
difference between base page and transhuge page migration";0;1
"A base page
migration makes multiple attempts for these conditions before it would
be accounted for as a failure.";0;0
mm: numa: Add THP migration for the NUMA working set scanning fault case build fix;1;1
"Commit ""Add THP migration for the NUMA working set scanning fault case""
breaks the build because HPAGE_PMD_SHIFT and HPAGE_PMD_MASK defined to
explode without CONFIG_TRANSPARENT_HUGEPAGE";1;0
mm/migrate.c: In function 'migrate_misplaced_transhuge_page_put';0;1
"mm/migrate.c:1549: error: call to '__build_bug_failed' declared with attribute error: BUILD_BUG failed
mm/migrate.c:1564: error: call to '__build_bug_failed' declared with attribute error: BUILD_BUG failed
mm/migrate.c:1566: error: call to '__build_bug_failed' declared with attribute error: BUILD_BUG failed
mm/migrate.c:1573: error: call to '__build_bug_failed' declared with attribute error: BUILD_BUG failed
mm/migrate.c:1606: error: call to '__build_bug_failed' declared with attribute error: BUILD_BUG failed
mm/migrate.c:1648: error: call to '__build_bug_failed' declared with attribute error: BUILD_BUG failed
CONFIG_NUMA_BALANCING allows compilation without enabling transparent
hugepages, so define the dummy function for such a configuration and only
define migrate_misplaced_transhuge_page_put() when transparent hugepages
are enabled.";1;1
mm: numa: Add THP migration for the NUMA working set scanning fault case.;1;0
"Note: This is very heavily based on a patch from Peter Zijlstra with
	fixes from Ingo Molnar, Hugh Dickins and Johannes Weiner";0;1
" That patch
	put a lot of migration logic into mm/huge_memory.c where it does
	not belong";1;0
"This version puts tries to share some of the migration
	logic with migrate_misplaced_page";0;0
" However, it should be noted
	that now migrate.c is doing more with the pagetable manipulation
	than is preferred";0;1
"The end result is barely recognisable so as
	before, the signed-offs had to be removed but will be re-added if
	the original authors are ok with it";1;0
Add THP migration for the NUMA working set scanning fault case;1;0
It uses the page lock to serialize;0;0
"No migration pte dance is
necessary because the pte is already unmapped when we decide
to migrate.";0;1
mm: numa: migrate: Set last_nid on newly allocated page;0;0
Pass last_nid from misplaced page to newly allocated migration target page.;1;0
mm: numa: Rate limit setting of pte_numa if node is saturated;1;0
"If there are a large number of NUMA hinting faults and all of them
are resulting in migrations it may indicate that memory is just
bouncing uselessly around";0;1
"NUMA balancing cost is likely exceeding
any benefit from locality";0;1
"Rate limit the PTE updates if the node
is migration rate-limited";1;0
"As noted in the comments, this distorts
the NUMA faulting statistics.";1;1
mm: numa: Rate limit the amount of memory that is migrated between nodes;0;0
NOTE: This is very heavily based on similar logic in autonuma;0;0
"It should
	be signed off by Andrea but because there was no standalone
	patch and it's sufficiently different from what he did that
	the signed-off is omitted";1;1
Will be added back if requested;1;0
"If a large number of pages are misplaced then the memory bus can be
saturated just migrating pages between nodes";0;1
"This patch rate-limits
the amount of memory that can be migrating between nodes.";1;1
mm: numa: Add pte updates, hinting and migration stats;1;1
"It is tricky to quantify the basic cost of automatic NUMA placement in a
meaningful manner";0;0
"This patch adds some vmstats that can be used as part
of a basic costing model";1;1
"u    = basic unit = sizeof(void *)
Ca   = cost of struct page access = sizeof(struct page) / u
Cpte = Cost PTE access = Ca
Cupdate = Cost PTE update = (2 * Cpte) + (2 * Wlock)
	where Cpte is incurred twice for a read and a write and Wlock
	is a constant representing the cost of taking or releasing a
	lock
Cnumahint = Cost of a minor page fault = some high constant e.g";1;1
